ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10302,1,1,6,6,6,6,6,6,6,6,6,6
10303,1,1,15,15,15,15,15,15,15,15,15,15
10303,2,1,0,19,18,9,9,6,0,11,7,17
10304,1,1,0,0,0,11,0,0,0,0,0,0
10304,2,1,20,20,20,20,20,20,20,20,20,20
10304,3,1,0,0,0,0,0,18,0,0,0,0
10305,0,1,0,0,0,0,0,0,0,0,0,0
10305,1,1,0,0,0,0,0,0,0,0,0,0
10306,1,1,0,0,0,0,0,0,5,0,0,0
10306,2,1,0,0,0,0,0,0,0,0,0,0
10307,1,1,1,1,1,1,1,1,1,1,1,1
10308,1,1,0,0,16,0,0,0,0,0,18,0
10308,2,1,0,0,0,13,0,0,0,7,0,11
10308,3,1,0,0,25,0,0,0,0,0,24,0
10309,1,1,0,0,0,0,0,0,0,0,0,0
10309,2,1,0,0,0,0,0,0,0,0,0,0
10310,1,1,0,0,0,0,0,0,0,0,0,0
10311,1,1,18,20,8,13,17,14,19,34,18,26
10312,1,1,21,21,21,21,21,21,21,21,21,21
10313,1,1,26,26,26,26,26,26,26,26,26,26
10314,1,1,4,4,4,4,4,4,4,4,4,4
10314,2,1,0,0,0,0,0,0,0,0,0,0
10315,1,1,0,0,0,0,39,0,0,0,0,0
10316,1,1,0,0,0,0,0,0,36,3,8,0
10317,1,1,0,0,0,0,0,0,0,0,0,0
10317,2,1,0,0,0,0,0,0,0,0,0,0
10318,1,1,0,0,0,0,0,0,0,0,0,0
10319,1,1,0,0,0,0,0,0,0,0,0,0
10319,2,1,0,0,0,0,0,0,0,0,0,0
10320,1,1,0,0,0,0,0,0,0,0,0,0
10320,2,1,0,0,0,0,0,0,0,0,0,0
10320,3,1,0,0,0,0,0,0,0,0,0,0
10321,1,1,0,0,0,0,0,0,0,0,0,0
10321,2,1,0,0,0,0,0,0,0,0,0,0
10322,1,1,0,0,0,0,0,0,0,0,0,0
10322,2,1,0,0,0,0,0,0,0,0,0,0
10323,1,1,0,0,0,0,0,0,0,0,0,0
10324,1,1,0,7,0,0,0,0,10,0,0,0
10324,2,1,17,24,26,10,5,21,15,9,17,0
10325,1,1,0,0,0,0,0,0,0,0,0,0
10326,1,1,0,0,0,0,0,0,0,0,0,0
10327,1,1,16,16,16,16,16,16,16,16,16,16
10328,1,1,16,16,16,16,16,16,16,16,16,16
10329,1,1,0,0,0,16,9,0,0,17,10,16
10329,2,1,0,14,12,0,0,0,0,0,0,0
10330,1,1,0,0,0,0,0,0,0,0,0,0
10330,2,1,0,0,0,0,0,0,0,0,0,0
10331,1,1,0,0,0,0,0,0,0,14,0,0
10332,1,1,0,0,0,0,0,0,0,0,0,0
10332,2,1,0,0,0,0,0,0,0,0,0,0
10333,1,1,0,0,0,0,0,0,0,0,0,0
10333,2,1,0,0,0,0,0,0,0,0,0,0
10334,1,1,21,21,21,21,21,21,21,21,21,21
10335,1,1,9,9,9,9,9,9,9,9,9,9
10336,1,1,0,0,0,0,0,0,0,0,0,0
10337,1,1,0,0,0,0,0,0,0,0,0,0
10337,2,1,0,0,0,0,0,0,0,0,0,0
10338,1,1,0,27,0,0,0,0,0,0,0,0
10339,1,1,0,0,0,0,0,13,0,0,9,0
10339,2,1,0,0,0,28,0,0,0,0,0,0
10340,1,1,0,0,0,0,0,0,0,0,0,0
10341,1,1,29,9,9,0,29,0,15,0,0,32
10342,1,1,0,0,0,0,0,0,0,0,0,0
10342,2,1,0,0,0,0,0,0,0,14,0,14
10342,3,1,0,0,0,0,0,0,0,0,0,0
10343,1,1,0,0,0,0,0,0,0,0,0,0
10343,2,1,0,0,0,0,0,0,0,0,0,0
10343,3,1,0,0,0,0,0,0,0,0,0,0
10343,4,1,0,0,0,0,0,0,0,0,0,0
10343,5,1,0,0,0,0,0,0,0,0,0,0
10343,6,1,0,0,0,0,0,0,0,0,0,0
10343,7,1,0,0,0,0,0,0,0,0,0,0
10344,1,1,20,0,0,0,0,0,0,0,0,0
10344,2,1,0,0,0,0,0,0,0,0,0,0
10345,1,1,0,0,0,0,0,0,0,0,0,0
10346,1,1,1,1,1,1,1,1,1,1,1,1
10347,1,1,0,12,0,0,0,0,0,0,0,28
10347,2,1,0,0,0,0,0,0,0,0,0,0
10348,1,1,20,20,20,20,20,20,20,20,20,20
10348,2,1,21,0,0,0,0,0,0,0,0,0
10349,1,1,0,0,0,0,0,0,0,0,0,0
10349,2,1,0,0,0,0,0,0,0,0,0,0
10350,1,1,0,0,0,0,0,0,0,0,0,0
10350,2,1,0,0,5,0,0,10,0,0,15,0
10351,1,1,19,19,19,19,19,19,19,19,19,19
10352,1,1,0,0,0,0,0,0,0,0,0,0
10352,2,1,0,0,0,0,0,0,0,0,0,0
10353,1,1,47,47,47,47,47,47,47,47,47,47
10353,2,1,0,0,0,0,0,0,11,0,0,0
10354,1,1,0,0,0,0,0,16,0,0,0,0
10355,1,1,31,31,31,31,31,31,31,31,31,31
10356,1,1,0,0,0,0,0,0,0,0,0,0
10356,2,1,0,0,0,16,27,0,0,0,0,0
10356,3,1,0,0,0,0,0,0,0,11,0,0
10357,0,1,18,18,18,18,18,18,18,18,18,18
10357,1,1,0,0,0,0,0,0,0,0,0,0
10358,1,1,0,12,0,0,11,0,0,9,0,11
10359,1,1,0,0,0,0,0,0,0,0,0,0
10359,2,1,0,0,0,0,0,0,0,0,0,0
10360,1,1,0,0,0,0,0,0,0,0,0,0
10360,2,1,0,0,0,0,0,0,0,0,0,0
10361,1,1,24,0,0,0,9,23,0,0,30,9
10362,1,1,12,12,12,12,12,12,12,12,12,12
10363,1,1,0,0,0,0,0,0,0,0,0,0
10364,1,1,22,0,0,15,0,0,0,0,0,18
10364,2,1,0,0,0,0,0,0,0,0,0,0
10365,0,1,0,0,0,0,0,0,0,0,0,0
10365,1,1,0,0,0,0,0,0,0,0,0,0
10366,1,1,0,0,0,0,0,0,0,0,0,0
10367,1,1,4,4,4,4,4,4,4,4,4,4
10368,1,1,16,16,16,16,16,16,16,16,16,16
10368,2,1,0,0,0,0,0,0,0,0,0,0
10369,0,1,31,31,31,31,31,31,31,31,31,31
10369,1,1,0,7,10,0,0,0,0,0,17,37
10370,1,1,0,0,0,0,0,0,0,0,0,0
10370,2,1,10,0,0,0,0,0,0,0,0,0
10371,1,1,0,0,0,0,0,0,0,0,0,0
10371,2,1,0,0,0,0,0,0,0,0,0,0
10372,1,1,18,18,18,18,18,18,18,18,18,18
10372,2,1,10,10,10,10,10,10,10,10,10,10
10373,1,1,0,0,0,0,0,0,0,0,0,0
10373,2,1,0,0,0,0,0,0,0,0,0,0
10374,1,1,0,0,0,0,0,0,0,0,0,0
10374,2,1,0,0,0,0,0,0,0,0,0,0
10375,1,1,0,0,0,0,0,0,0,0,0,0
10376,1,1,0,0,0,0,0,0,0,0,0,0
10377,1,1,0,0,0,0,0,0,0,0,0,0
10377,2,1,0,0,0,0,0,0,0,0,0,0
10378,1,1,0,12,15,23,23,0,14,19,0,0
10379,1,1,0,0,0,0,0,0,0,0,0,0
10380,1,1,0,0,0,0,0,0,0,0,0,0
10381,0,1,16,16,16,16,16,16,16,16,16,16
10381,1,1,0,0,0,0,0,0,0,0,0,0
10382,1,1,0,0,0,0,0,0,0,0,0,0
10383,1,1,11,11,11,11,11,11,11,11,11,11
10384,1,1,0,0,0,0,0,0,0,0,0,0
10384,2,1,0,0,0,0,0,0,0,0,0,0
10384,3,1,0,0,0,0,0,0,0,0,0,0
10385,1,1,0,0,0,0,0,0,0,0,0,0
10385,2,1,0,0,0,0,0,0,0,0,0,0
10386,1,1,0,0,0,0,0,0,0,0,0,0
10386,2,1,0,0,0,0,0,0,0,0,0,0
10386,3,1,0,0,0,0,0,0,0,0,0,0
10387,1,1,0,0,0,0,0,0,0,0,0,0
10387,2,1,0,0,0,0,0,0,0,0,0,0
10388,1,1,0,0,0,22,0,0,0,0,23,0
10389,1,1,0,0,0,0,0,0,0,0,0,22
10389,2,1,3,0,0,4,12,5,19,14,0,7
10390,1,1,0,0,0,0,0,0,0,0,0,0
10391,1,1,0,0,0,0,0,0,0,0,0,0
10391,2,1,0,0,0,0,0,0,0,0,10,0
10392,1,1,0,0,0,0,0,0,0,0,0,0
10393,1,1,0,0,0,0,0,0,14,0,0,0
10393,2,1,0,0,0,21,0,0,0,0,0,0
10394,1,1,16,16,16,16,16,16,16,16,16,16
10395,1,1,0,0,0,0,0,0,0,0,0,0
10395,2,1,0,0,0,0,0,0,0,0,0,0
10396,1,1,0,0,0,0,0,0,0,0,0,0
10397,1,1,0,0,0,0,0,0,0,0,0,0
10397,2,1,11,0,0,10,0,0,18,3,0,4
10398,1,1,20,20,20,20,20,20,20,20,20,20
10399,0,1,0,24,0,0,0,0,0,0,5,26
10399,1,1,12,0,0,0,0,0,14,0,0,4
10400,1,1,0,0,0,0,0,0,0,0,0,0
10400,2,1,0,0,0,0,0,0,0,0,0,0
10401,1,1,10,10,10,10,10,10,10,10,10,10
10401,2,1,0,0,0,0,0,0,0,0,0,0
10402,1,1,0,0,0,0,0,13,0,0,0,2
10403,1,1,0,0,0,0,0,0,0,0,0,0
10403,2,1,0,0,0,0,0,0,0,0,0,0
10404,1,1,9,6,10,7,20,19,15,10,8,25
10405,1,1,0,0,0,0,0,0,0,0,0,0
10405,2,1,0,0,0,0,0,0,0,0,0,0
10406,1,1,0,0,0,0,9,0,0,0,0,0
10407,1,1,18,18,18,18,18,18,18,18,18,18
10408,1,1,0,0,0,0,0,0,0,0,0,0
10409,1,1,0,0,0,0,0,0,0,0,0,0
10409,2,1,0,0,0,0,0,0,0,0,0,0
10410,1,1,0,0,0,0,0,0,0,0,0,0
10410,2,1,0,0,0,0,0,0,0,0,0,0
10411,1,1,0,0,0,0,0,0,0,0,0,0
10411,2,1,0,0,0,0,0,0,0,0,0,0
10412,1,1,14,14,14,14,14,14,14,14,14,14
10413,0,1,0,0,0,22,0,3,37,0,0,13
10413,1,1,0,0,0,16,0,18,0,0,0,0
10414,0,1,0,0,0,0,0,0,0,0,0,0
10414,1,1,0,0,0,0,0,0,0,0,0,0
10415,1,1,0,0,0,0,0,0,0,0,0,0
10416,1,1,11,0,25,0,16,0,0,0,0,0
10416,2,1,0,0,0,0,0,0,0,0,0,0
10417,1,1,18,18,18,18,18,18,18,18,18,18
10418,1,1,16,16,16,16,16,16,16,16,16,16
10418,2,1,0,8,0,19,0,0,0,0,0,0
10419,1,1,0,0,0,0,0,0,0,0,0,0
10419,2,1,0,0,0,0,0,0,0,0,0,0
10420,1,1,25,25,25,25,25,25,25,25,25,25
10420,2,1,0,0,0,0,0,0,0,0,0,0
10421,1,1,23,0,0,9,0,14,0,0,0,0
10421,2,1,0,0,0,0,0,0,0,0,0,0
10422,1,1,27,11,2,7,13,12,10,6,9,15
10423,1,1,0,0,0,0,0,0,0,0,0,0
10423,2,1,0,0,0,0,0,0,0,0,0,0
10424,1,1,0,0,0,0,0,0,0,0,0,0
10425,1,1,0,0,0,0,0,0,0,0,0,0
10425,2,1,0,0,0,0,0,0,0,0,11,0
10426,0,1,2,2,2,2,2,2,2,2,2,2
10426,1,1,0,0,0,0,0,0,0,0,0,0
10427,1,1,22,0,0,0,0,0,0,0,0,0
10428,1,1,0,0,0,0,0,0,0,0,0,0
10429,0,1,0,0,0,0,0,0,0,0,0,0
10429,1,1,0,0,9,24,0,0,18,0,27,0
10430,1,1,19,0,0,0,22,0,0,0,0,0
10431,1,1,2,16,22,13,12,19,36,18,23,7
10432,1,1,0,0,0,0,0,0,0,0,0,0
10433,1,1,5,0,22,9,0,22,0,0,0,16
10434,1,1,16,16,16,16,16,16,16,16,16,16
10435,1,1,0,0,0,0,0,0,0,0,0,0
10436,1,1,0,13,0,0,0,0,0,0,0,0
10437,1,1,31,0,0,0,33,17,19,20,0,0
10438,1,1,0,0,0,0,0,0,0,0,0,0
10438,2,1,0,0,0,0,0,0,0,0,0,0
10439,1,1,26,26,26,26,26,26,26,26,26,26
10440,1,1,0,0,0,0,0,0,0,0,0,0
10440,2,1,0,0,0,0,0,0,0,0,0,18
10440,3,1,0,0,0,0,0,0,0,0,0,0
10441,1,1,0,0,0,0,0,0,0,0,0,0
10441,2,1,0,0,0,0,0,0,0,0,0,0
10442,0,1,14,14,14,14,14,14,14,14,14,14
10442,1,1,0,0,0,0,0,0,0,0,0,0
10443,1,1,0,0,0,0,0,0,0,0,0,0
10444,1,1,24,24,24,24,24,24,24,24,24,24
10445,0,1,0,0,0,0,0,0,0,0,0,0
10445,1,1,0,0,0,0,0,0,0,0,0,0
10446,0,1,0,0,0,0,0,0,0,0,0,0
10446,1,1,0,0,0,0,0,0,0,0,0,0
10447,1,1,13,13,13,13,13,13,13,13,13,13
10448,1,1,0,0,0,0,0,0,0,0,0,0
10449,0,1,0,0,0,0,0,0,0,0,0,0
10449,1,1,0,0,0,0,0,0,0,0,0,0
10450,1,1,0,0,0,0,0,0,0,0,0,0
10450,2,1,0,0,0,0,0,0,0,0,0,0
10451,1,1,2,2,2,2,2,2,2,2,2,2
10451,2,1,0,0,0,0,0,0,0,0,0,0
10451,3,1,0,0,0,0,0,0,0,0,0,0
10452,1,1,17,9,11,0,53,32,15,27,13,24
10453,1,1,2,2,2,2,2,2,2,2,2,2
10454,1,1,0,0,0,0,0,0,0,0,0,0
10454,2,1,0,0,0,0,0,0,0,0,0,0
10455,1,1,0,0,0,0,0,0,0,0,0,0
10456,1,1,25,25,25,25,25,25,25,25,25,25
10457,1,1,0,0,0,0,0,0,0,0,0,0
10458,1,1,0,0,0,0,0,0,0,0,0,0
10459,1,1,8,8,8,8,8,8,8,8,8,8
10460,1,1,0,0,0,0,0,0,0,0,0,0
10460,2,1,0,0,0,0,0,0,0,0,0,0
10461,1,1,0,0,13,0,0,14,0,0,0,0
10462,1,1,8,0,0,0,22,0,0,15,0,0
10463,1,1,0,0,0,0,0,0,0,0,0,0
10463,2,1,0,0,0,0,0,0,0,0,0,0
10464,1,1,0,0,0,0,0,0,0,0,0,0
10464,2,1,0,0,0,0,0,0,0,0,0,0
10465,0,1,24,24,24,24,24,24,24,24,24,24
10465,1,1,0,0,0,0,0,0,0,0,0,0
10466,1,1,0,0,0,0,0,0,0,0,0,0
10466,2,1,0,0,0,0,0,0,0,0,0,0
10467,1,1,0,0,0,0,0,3,0,0,0,0
10467,2,1,0,0,0,0,0,0,0,0,0,0
10468,0,1,0,0,0,0,0,0,0,0,0,0
10468,1,1,0,0,0,0,8,0,0,0,0,0
10469,1,1,0,0,0,0,0,0,0,0,0,11
10469,2,1,0,0,0,0,0,0,0,0,0,0
10470,1,1,0,0,0,0,0,0,0,0,0,0
10471,0,1,0,0,0,0,0,0,0,0,0,0
10471,1,1,15,0,0,0,0,0,0,0,8,0
10472,1,1,0,0,0,0,0,0,0,0,0,0
10472,2,1,0,9,0,0,0,0,0,0,0,0
10473,1,1,4,4,4,4,4,4,4,4,4,4
10473,2,1,9,9,9,9,9,9,9,9,9,9
10474,1,1,0,0,0,0,0,0,0,0,0,0
10474,2,1,0,0,0,0,0,0,0,0,0,0
10475,1,1,14,14,14,14,14,14,14,14,14,14
10476,0,1,0,0,0,0,0,0,0,0,0,0
10476,0,2,0,0,0,0,0,0,0,0,0,0
10476,0,3,3,0,0,0,0,0,0,0,0,0
10476,1,1,0,0,0,0,0,0,0,0,0,0
10477,1,1,0,0,0,0,0,0,0,0,0,0
10478,1,1,0,0,0,0,0,0,0,0,0,0
10478,2,1,0,0,0,0,0,0,0,0,0,0
10479,1,1,10,10,10,10,10,10,10,10,10,10
10480,1,1,32,15,22,16,15,24,0,0,0,25
10481,1,1,0,0,0,0,0,0,0,0,0,0
10482,1,1,0,0,7,0,15,0,0,23,0,14
10483,1,1,0,0,0,0,0,0,0,0,0,0
10483,2,1,0,0,0,0,0,0,0,0,0,0
10484,1,1,0,0,0,0,0,0,0,0,0,0
10484,2,1,0,0,0,0,0,0,0,0,0,0
10484,3,1,0,0,0,0,0,0,0,0,0,0
10485,1,1,10,27,29,17,0,21,17,23,30,17
10486,1,1,9,9,9,9,9,9,9,9,9,9
10486,2,1,0,0,0,0,0,0,0,0,0,0
10487,1,1,11,11,11,11,11,11,11,11,11,11
10488,1,1,0,0,0,0,0,0,0,0,0,0
10489,0,1,0,0,0,0,0,13,0,0,0,0
10489,1,1,0,0,0,0,0,0,0,0,0,0
10490,1,1,0,0,0,0,0,0,0,0,0,0
10490,2,1,0,0,0,0,0,0,0,0,0,0
10491,1,1,0,0,0,0,0,0,0,0,0,0
10491,2,1,0,0,0,0,0,0,0,0,0,0
10492,1,1,16,16,16,16,16,16,16,16,16,16
10493,1,1,0,0,0,0,0,0,0,0,0,0
10494,1,1,0,0,0,0,0,0,0,0,0,0
10494,2,1,0,0,0,0,0,0,0,0,0,15
10495,1,1,13,13,13,13,13,13,13,13,13,13
10496,1,1,0,0,0,0,0,0,0,0,0,0
10497,1,1,0,0,0,0,0,0,0,0,0,0
10497,2,1,0,0,0,0,0,0,0,0,0,0
10498,0,1,0,0,0,0,0,0,0,0,0,0
10498,1,1,0,0,0,0,0,0,0,0,0,0
10499,1,1,0,0,0,0,0,0,0,0,0,0
10499,2,1,0,0,0,0,0,0,0,0,0,0
10500,1,1,0,0,0,0,0,0,0,0,0,0
10501,1,1,9,9,9,9,9,9,9,9,9,9
10501,2,1,0,20,0,0,0,0,0,0,0,0
10502,1,1,0,0,0,0,7,0,0,0,0,0
10502,2,1,0,0,0,0,0,0,0,0,0,0
10503,1,1,0,0,0,0,0,0,0,0,0,0
10503,2,1,0,0,0,0,0,0,0,0,0,0
10504,1,1,15,15,15,15,15,15,15,15,15,15
10505,1,1,0,0,0,0,0,0,0,0,0,0
10505,2,1,0,8,0,0,0,0,0,0,0,0
10506,1,1,0,0,0,0,0,0,0,0,0,0
10507,1,1,24,24,24,24,24,24,24,24,24,24
10507,2,1,27,0,13,0,0,0,0,0,0,0
10508,1,1,20,20,20,20,20,20,20,20,20,20
10509,1,1,4,0,21,7,12,11,26,15,7,5
10509,2,1,0,0,0,0,0,0,0,0,0,0
10510,1,1,0,0,0,0,0,0,0,0,0,0
10511,1,1,5,5,5,5,5,5,5,5,5,5
10512,1,1,0,0,0,0,0,0,0,0,0,0
10513,1,1,0,0,0,0,0,0,0,0,0,0
10513,2,1,0,0,0,0,0,0,0,0,0,0
10514,1,1,0,0,0,0,0,0,0,0,0,0
10515,1,1,0,0,0,0,0,0,0,0,0,0
10516,1,1,0,0,0,0,0,0,0,0,0,0
10516,2,1,0,0,0,0,0,0,0,0,0,0
10517,1,1,13,13,13,13,13,13,13,13,13,13
10518,1,1,22,0,0,0,30,0,0,0,18,0
10519,1,1,28,28,28,28,28,28,28,28,28,28
10520,0,1,18,0,0,0,0,21,33,9,29,13
10520,1,1,0,0,0,0,0,0,0,0,0,0
10521,1,1,0,0,0,0,0,0,0,0,0,0
10521,2,1,0,0,0,0,0,0,0,0,0,0
10522,1,1,0,0,0,0,0,0,0,0,0,0
10522,2,1,0,0,0,0,0,0,0,0,0,0
10522,3,1,0,0,0,0,0,0,0,0,0,0
10523,1,1,5,5,5,5,5,5,5,5,5,5
10524,1,1,0,0,0,0,0,0,0,0,0,0
10525,1,1,0,0,0,0,0,0,0,0,0,0
10525,2,1,0,0,0,0,0,0,0,0,0,0
10526,1,1,0,0,21,0,19,0,0,0,0,7
10527,1,1,23,23,23,23,23,23,23,23,23,23
10528,0,1,16,16,16,16,16,16,16,16,16,16
10528,1,1,0,0,0,0,0,21,0,0,0,0
10529,0,1,0,0,0,0,0,0,0,0,0,0
10529,1,1,0,0,0,0,0,0,0,0,0,0
10530,1,1,22,22,22,22,22,22,22,22,22,22
10530,2,1,0,0,0,0,0,0,0,0,0,0
10531,1,1,0,0,0,0,0,0,0,0,0,0
10532,1,1,0,0,0,0,0,0,0,0,0,0
10532,2,1,0,0,0,0,0,0,0,0,0,0
10533,0,1,0,0,0,0,0,0,0,0,0,0
10533,1,1,0,0,0,0,0,0,0,0,0,0
10534,1,1,0,0,0,0,0,0,0,0,0,0
10534,2,1,0,0,0,0,0,0,0,0,0,0
10535,1,1,0,0,0,0,0,0,0,0,0,0
10535,2,1,0,0,0,0,0,0,0,0,0,20
10536,1,1,14,14,14,14,14,14,14,14,14,14
10537,1,1,0,0,0,0,0,0,0,0,0,0
10537,2,1,0,0,0,0,0,0,0,0,0,0
10537,3,1,0,0,0,0,0,0,0,0,0,0
10538,1,1,0,0,0,0,0,0,0,0,0,0
10538,2,1,9,17,9,0,24,15,0,5,30,18
10539,1,1,16,14,15,0,17,33,0,0,0,26
10539,2,1,0,0,0,0,0,0,0,0,0,0
10540,1,1,15,15,15,15,15,15,15,15,15,15
10541,1,1,0,0,0,0,0,0,0,0,0,0
10542,1,1,15,15,15,15,15,15,15,15,15,15
10543,0,1,21,21,21,21,21,21,21,21,21,21
10543,1,1,0,0,0,0,0,0,0,0,0,0
10544,1,1,0,0,0,0,0,0,0,0,0,0
10544,2,1,0,0,0,0,0,0,0,0,0,0
10545,1,1,0,0,0,0,0,0,0,0,0,0
10545,2,1,0,0,0,0,0,0,0,0,0,0
10546,1,1,0,0,0,0,0,0,0,0,0,0
10546,2,1,0,0,0,0,0,0,0,0,0,0
10547,0,1,0,0,0,0,0,0,0,0,0,0
10547,1,1,0,0,0,0,0,0,0,0,0,0
10548,1,1,0,0,0,0,0,0,0,0,0,0
10548,2,1,0,0,0,0,0,0,0,0,0,0
10549,1,1,0,0,0,0,0,0,0,0,0,0
10549,2,1,0,0,0,0,0,0,0,0,0,0
10549,3,1,0,0,0,0,0,0,0,0,0,0
10549,4,1,0,0,0,0,0,0,0,0,0,0
10550,0,1,0,0,0,0,0,0,0,0,0,0
10550,1,1,0,0,0,0,0,0,0,0,0,0
10551,1,1,34,0,0,9,29,11,28,18,15,0
10552,0,1,12,17,15,9,0,0,7,28,0,14
10552,1,1,0,0,0,0,0,0,0,0,0,0
10553,1,1,3,3,3,3,3,3,3,3,3,3
10553,2,1,0,0,0,0,0,0,0,0,0,0
10554,1,1,0,0,0,0,0,0,0,0,0,0
10554,2,1,0,0,0,0,0,0,0,0,0,0
10555,1,1,0,0,0,0,0,6,0,12,0,2
10556,1,1,11,0,25,0,0,29,0,0,0,0
10557,1,1,50,50,50,50,50,50,50,50,50,50
10558,1,1,0,0,0,0,4,14,0,0,0,0
10559,0,1,0,0,0,19,0,0,0,0,0,0
10559,1,1,12,9,11,0,21,0,15,0,0,0
10560,1,1,0,0,0,0,0,0,0,0,0,0
10560,2,1,0,0,0,0,0,0,0,0,0,0
10561,1,1,0,0,0,0,0,0,0,0,0,0
10562,1,1,0,0,0,0,0,0,0,0,0,0
10562,2,1,0,0,0,0,0,0,16,0,0,0
10562,3,1,0,0,14,0,0,0,0,0,0,0
10563,1,1,0,0,0,0,0,0,0,0,0,0
10564,0,1,0,0,0,0,16,0,0,10,0,2
10564,1,1,0,0,0,0,0,0,0,0,0,0
10565,0,1,17,13,0,26,0,0,37,0,20,0
10565,1,1,0,15,0,0,0,0,0,0,0,0
10566,1,1,0,0,0,0,0,0,0,0,0,0
10567,1,1,0,0,0,7,0,0,0,0,0,0
10567,2,1,0,0,0,0,0,0,0,0,0,0
10568,1,1,24,0,0,0,15,22,31,0,13,0
10569,0,1,0,0,0,0,55,21,0,0,27,10
10569,1,1,0,0,22,10,13,0,0,6,20,28
10570,1,1,4,4,4,4,4,4,4,4,4,4
10570,2,1,0,9,0,0,0,0,9,0,0,0
10571,1,1,19,19,19,19,19,19,19,19,19,19
10571,2,1,0,0,0,0,0,0,0,0,0,0
10572,1,1,14,9,19,17,0,0,0,16,20,24
10573,1,1,39,39,39,39,39,39,39,39,39,39
10574,1,1,28,28,28,28,28,28,28,28,28,28
10575,1,1,16,16,16,16,16,16,16,16,16,16
10576,1,1,28,28,28,28,28,28,28,28,28,28
10577,1,1,0,0,0,16,0,0,18,0,0,11
10577,2,1,0,0,0,0,0,0,0,0,0,0
10578,1,1,0,0,0,0,0,0,0,0,0,0
10578,2,1,0,22,13,0,0,0,0,0,0,0
10579,1,1,0,0,0,0,0,0,0,0,0,0
10580,1,1,0,0,0,0,0,0,0,0,0,0
10580,2,1,0,0,0,0,0,0,0,0,0,0
10581,1,1,0,0,0,0,0,0,0,0,0,0
10582,0,1,0,36,48,14,31,20,4,0,26,17
10582,1,1,0,6,0,0,0,0,0,0,0,0
10583,1,1,0,0,0,0,0,0,0,0,0,0
10583,2,1,0,0,0,0,0,0,0,0,0,0
10584,1,1,0,0,0,0,0,0,0,0,0,0
10584,2,1,0,0,0,0,0,0,0,0,0,0
10585,0,1,0,0,0,0,0,0,0,0,0,0
10585,1,1,0,0,0,0,0,0,0,0,0,0
10586,1,1,0,0,0,0,0,0,0,0,24,0
10587,1,1,0,0,0,0,0,0,0,0,0,0
10588,1,1,0,0,0,0,0,0,0,0,0,0
10588,2,1,10,0,0,0,0,0,0,0,0,0
10589,1,1,0,0,0,0,0,0,0,0,0,0
10590,0,1,0,0,0,0,0,0,0,0,0,0
10590,1,1,5,16,16,10,22,32,0,0,4,0
10591,1,1,0,0,0,0,0,0,0,0,0,0
10592,1,1,0,0,0,0,0,0,0,0,0,0
10592,2,1,11,11,11,11,11,11,11,11,11,11
10593,1,1,0,0,0,0,0,0,0,0,0,29
10594,1,1,0,0,0,0,0,0,0,0,0,0
10594,2,1,0,0,0,0,50,0,0,0,0,0
10595,1,1,0,0,0,10,7,6,0,13,0,0
10595,2,1,0,0,0,0,0,0,0,0,0,0
10596,1,1,0,8,0,0,25,0,0,0,21,0
10597,0,1,0,0,0,0,0,0,0,0,0,0
10597,1,1,0,0,0,0,0,0,0,0,0,0
10598,1,1,6,0,0,0,0,0,0,0,0,0
10599,0,1,23,23,32,7,16,0,35,25,16,20
10599,1,1,0,0,0,0,0,0,0,0,0,0
10600,1,1,0,0,0,0,0,0,0,0,0,0
10600,2,1,0,0,0,0,0,0,0,0,0,0
10601,1,1,0,0,0,0,0,0,0,0,0,0
10601,2,1,0,0,0,0,0,0,0,0,0,0
10602,1,1,0,0,0,0,0,0,0,0,0,0
10602,2,1,0,0,0,0,0,0,0,0,0,0
10603,1,1,0,0,0,0,0,0,0,0,0,0
10604,1,1,15,40,0,0,0,12,26,14,26,13
10605,1,1,0,0,22,0,0,0,19,0,0,0
10606,1,1,0,0,0,0,0,0,0,0,0,0
10607,1,1,0,0,0,0,0,0,0,0,0,0
10607,2,1,0,0,0,0,0,0,0,0,0,0
10608,1,1,0,0,0,0,0,0,0,0,0,0
10609,0,1,6,6,6,6,6,6,6,6,6,6
10609,1,1,17,0,0,0,0,0,0,0,0,0
10610,1,1,0,0,0,0,0,0,0,0,0,0
10610,2,1,10,10,10,10,10,10,10,10,10,10
10611,1,1,24,24,24,24,24,24,24,24,24,24
10612,1,1,0,0,0,0,0,0,0,0,0,14
10613,1,1,32,32,32,32,32,32,32,32,32,32
10614,1,1,0,0,0,0,0,0,0,0,0,0
10614,2,1,0,0,0,0,0,0,0,0,0,0
10614,3,1,0,0,0,0,0,0,0,0,0,0
10615,1,1,0,0,0,0,0,0,0,0,0,0
10615,2,1,0,0,0,0,0,0,0,0,0,0
10616,1,1,5,11,0,0,0,18,10,0,12,0
10617,1,1,22,22,22,22,22,22,22,22,22,22
10618,0,1,0,0,0,0,0,0,0,0,0,0
10618,1,1,0,11,0,0,0,0,0,0,0,0
10619,1,1,0,0,0,0,0,0,0,17,0,0
10620,1,1,5,5,5,5,5,5,5,5,5,5
10621,1,1,15,15,15,15,15,15,15,15,15,15
10622,0,1,0,0,0,0,0,0,0,0,0,0
10622,1,1,0,0,0,0,0,0,0,0,0,0
10623,1,1,0,0,0,0,0,0,0,0,0,0
