,Text,location,status
199,"@HillaryClinton foreign policy, you failed as Sec State. Terror rose, Russian foreign influence rose, Chinese foreign influence rose #fail","Alexandria, VA",neg
200,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Spain.,neu
201,"@CNNPolitics I am sure he will get stricter treatment than @HillaryClinton did when she lied to the american people and deleted 30,000 email",Missouri,neg
202,RT @Therealtdavis: #WheresHillary @HillaryClinton Currently dodging sniper fire in Syria,third rock,neg
203,@FoxNews @HillaryClinton You people are freaking crazy. She's. Been working for AA for 30 yrs while Trump has been discriminating for 40.,"Michigan, USA",neg
204,"@HillaryClinton going ""underground"" Italians style, just waiting it out... No press confrerences, let her #MSM machine handle it","San Diego, CA",neg
205,RT @jvgraz: Let's not kid ourselves. They're both covered in shit. https://t.co/Mqdw6ILTsj,USA,neg
206,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://","San Diego, CA",neg
207,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.","Buffalo, NY",neu
208,"#WheresHillary
I wish @realDonaldTrump would visit @HillaryClinton to make sure she's OK, too.",Detroit,pos
209,RT @beyaself1: @HazamaYakiba @HillaryClinton More people have seen the Loch Ness Monster then heard @HillaryClinton tell the truth!,Palm Beach FL,pos
210,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","Owens Cross Roads, Al",neu
211,@HillaryClinton was just repeating what Colin Powell told her when she said that Benghazi was caused by a youtube video.  #BlameColinPowell,"Greenwich, CT",neu
212,@HillaryClinton the devil himself inspired Trump,"Geraardsbergen, Belgi",neg
213,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh","Tennessee, USA",neu
214,"@AnnaMull__ @HillaryClinton Spread some more fake bullshit you loser, already debunked 

https://t.co/rXgzvy6vXR",de_nuke,neg
215,"@dcexaminer 

@POTUS didn't ""botch"" anything..he doesn't need black votes anymore

@HillaryClinton is another story",United States of America,neu
216,@HillaryClinton Cut the BS. We all know your marriage is a sham.,"Your Street, USA",neg
217,Absolutely!  And @POTUS &amp; @HillaryClinton @PRyan want to invite MILLIONS more in2 the USA 4 political power over USA https://t.co/uVKAQNeq4Y,twitter,neg
218,@HFA @HillaryClinton our country is going down. If you could live for free here wouldn't you move here too? Too many coming to live free,"Las Vegas, NV ",pos
219,@pleaseriseup816 @mcuban @HillaryClinton I had a great relationship with yours!,"Golden, CO",pos
220,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh",Ohio,neu
221,RT @NRA: #ICYMI: @HillaryClintontrails #NRA in approval ratings by more than 10 points. Freedom has that effect... https://t.co/dLBWrkv01x,"Point Enterprise, TX",pos
222,@TeddyDavisCNN @jmartNYT @HillaryClinton media will not challenge him he lies daily and nobody cares,Santa Monica Ca,neg
223,RT @NRO: .@HillaryClinton now saying Colin Powell is to blame for her e-mail problems: https://t.co/QBE8mdi3Ws https://t.co/gMw7mXzqE6,midlands per 1 newsman,neg
224,@FoxNews @realDonaldTrump @HillaryClinton Absolutely True! Republicans have contributed more to the advancement of AA than Democrats have,Nigeria,pos
225,RT @JohnDalyBooks: Colin Powell advised against that. #BlameColinPowell https://t.co/ht1m65NRln,"California, USA",neg
226,The one thing I can thank @HillaryClinton for is pulling her ads in CO. She actually thinks she has this state locked up. That means fraud.,Conservative Colorado,neg
227,@HillaryClinton EGO. She would run for an office she knows she is medically unfit to perform. NO SITTING AT DEBATE!! https://t.co/RxF7ogLJES,"Las Vegas, NV",neg
228,"RT @Johnatsrs1949:  @HillaryClinton ""Champion For Women""

Except For This RAPED 12 Year Old Girl

Scumbag For President? No Thanks.
. http","Texas, USA-Ohio USA",neg
229,"@NRO @laurapcd1 @HillaryClinton will say anything! Fun fact he did not keep a private server, erase emails, miss handle classified emails",California,pos
230,That's exactly our mindset when it comes to you @HillaryClinton https://t.co/Ha093w5wvC,Your dad's asshole,neg
231,RT @abettertattoo: @beachluv_r @Dragonsnestling @GinoTheBeagle @seanhannity @HillaryClinton I'll drink to that ,Surprise .Arizona,neu
232,@ksufanatic @HillaryClinton Hillary Clinton Did NOT Follow Colin Powell's Advice on Her Email Server  https://t.co/BjgauHkhhy,TEXAS,neu
233,@jaymeswinn @ReutersPolitics @HillaryClinton do you know how many minorities end up in jail for lying? How many end up in prison for lying?,USA,neg
234,"@HillaryClinton Statement on the Passing of #PramukhSwamiMaharaj
https://t.co/GRxZpxAF4y ",Glasgow,neu
235,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.","Retired Educator, BS, MA, CNC",neu
236,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.","Owens Cross Roads, Al",neu
237,@marsialynn86 @seanhannity @HillaryClinton @realDonaldTrump Really. Only Presidential Candidate not to release them. https://t.co/HxVeAc0Fcn,"S.F Bay Area, CA.",neg
238,Nice try Hillary douchebag....... https://t.co/ekTM9YMmol,Brooklyn ny,pos
239,"@stylistkavin Hi Kavin, Enjoy my Parody of ""Popular"" supporting @HillaryClinton Hillary Parody Video Song https://t.co/Nb1VWVFWi3",USA,neu
240,@HillaryClinton nice try to try and steal #sanders campaign. You're nothing but a phony. #dontvote and start a revolution,"Colorado, USA",neg
241,"RT @juliangwan: .@HillaryClinton @billclinton I made this Happy Birthday video for you Bill!
  

https://t.co/ttKLGRMBQf","New Mexico, USA",neg
242,And where were @HillaryClinton and @BarackObama - resting and playing golf https://t.co/XQmUra7y1y,"North Carolina, USA",neu
243,"RT @Southern1337: @HillaryClinton is being told by her top advisors ""Girl you better start tweeting like you know whats going on. https://t","Georgia, USA",pos
244,RT @creynoldsnc: They got a lot wrong. https://t.co/tnPEAt2l72,Philadelphia  Harrisburg ,neg
245,@HillaryClinton happy birthday @billclinton ,Texas yall ,pos
246,RT @ali: So crass: @HillaryClinton is running ads attacking @realDonaldTrump in Louisiana while he's handing out supplies. Tone deaf. #Loui,Earth,neg
247,"RT @mplay0000: @RedNationRising @LodiSilverado 
@HillaryClinton cant handle STEPS 
She is Sleeping now 4 2 Days 2 recover 
HOW SICK https:/",somewhere on earth,neg
248,"RT @FoxNews: .@realDonaldTrump: ""No group in America has been more harmed by @HillaryClinton's policies than African Americans."" https://t.",United States,neu
249,@HillaryClinton I've been suggesting this for quite some time.  They both wear those ugly outfits! https://t.co/Loiu9J7ZvV,United States,neg
250,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://",United States,neg
251,RT @GPShelbyCounty: @paleblueeyes24 @Mozi_N @HillaryClinton NE1 who can win the electoral college is a viable candidate.  That's 4 peeps.,City of Angels,pos
252,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. https://t.co/9viq3gYXrt","Florida, USA",neg
253,"#ClintonCash the plot thickens  https://t.co/sWgY87l2h1 
https://t.co/hjZoyBqSRK","Washington, DC",neg
254,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh",United States,neu
255,But my white nationalist buddies have a much better plan. https://t.co/2amMWE6DOv,Madison WI,neg
256,Do we really want another Muzzie in our WH? with @HillaryClinton that is part of the package vote @realDonaldTrump https://t.co/oPh5gTS04v,Georgia/Florida  ,neu
257,@FoxNews @HillaryClinton @ClintonFdn how do we know they won't ex ept foreign money or corporate donations,USA ,neg
258,RT @Bros4Hillary: When does @MSNBC play live video of @HillaryClinton rallies? Stop giving the Trump more airtime.,"Oklahoma City, OK",pos
259,"@HillaryClinton Instead of ignoring the disaster taking place in Louisiana, it's time to get up and act.
#WheresHillary","Homerville, GA",neg
260,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https","Georgia, USA",neu
261,RT @JohnDalyBooks: Colin Powell advised against that. #BlameColinPowell https://t.co/ht1m65NRln,"Florida, USA",neg
262,RT @Asolution4USA: @teamcombover16 https://t.co/drRVmdoRe7 please take our poll and retweet!,"Washington, DC",neg
263,"@0xc0ffea @GreenPeaches2 @kreed_wilkinson @HillaryClinton @POTUS @realDonaldTrump isn't he still president? Oh okay, it doesn't matter then.",Heavanian,neg
264,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",NYSC ,neu
265,RT @amanbatheja: Texas = 1/5 of Trump's electoral votes  https://t.co/3us3aB0B8X,Southern California,neg
266,@HillaryClinton @realDonaldTrump  Trumpy your potato face is the only face on tv that has outsourced anything...poor ppl follown u.?.,1st gen/Spanish/USA,neg
267,"RT @dookievision: He just makes shit up! And I'll put chocolate milk in the water fountains , if I'm your 6th grade President.  https://t.c",Earth    ,neg
268,"Has anyone told @realDonaldTrump that @HillaryClinton has never been in position to set policies, only to cast  vote #ImWithHer #NeverTrump","Chicago, Los Angeles, Atlanta, Phoenix ",neu
269,Colin Powell told @HillaryClinton that Russian reset was a good idea.  #BlameColinPowell,"Greenwich, CT",pos
270,"RT @FoxNews: .@realDonaldTrump: ""@HillaryClinton wants to be America's Angela Merkel."" https://t.co/5cnJgQxbEh",United kingdom,neu
271,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","Idaho, USA",neu
272,RT @KellyRiddell: This is a truth bomb. Keep em coming https://t.co/fKq1N0txAg,"Highlands Ranch, CO",neg
273,RT @RobertRickly: #Louisiana &amp; #California could really use that $6 billion that @HillaryClinton lost while @StateDept Secretary.,"Michigan, USA",neg
274,@KavaRob @FoxNews @realDonaldTrump @HillaryClinton So you're saying Dimondale is racist and black people aren't welcome there?,"Texas, USA",neg
275,@seenagoddess @HillaryClinton @politico Colin Powell slams Hillary Clinton 'Quit telling lies about me'   https://t.co/vYZJUKEu5L,TEXAS,neg
276,Let's see @realDonaldTrump &amp; @HillaryClinton walk up/down a staircase without the use of a railing for support. #SimpleTest #WhoIsUnfit,USA,pos
277,"@FoxNews @HillaryClinton @realDonaldTrump Counting on you men, women stupidly voting for women bc @Clinton is a woman. Fine BUT Wrong Woman","Florida, USA",neg
278,@HillaryClinton  RELEASE YOUR MEDICAL RECORDS!!!,Jus' setting here,neu
279,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Stoke on Trent ,neu
280,RT @Rltechorg: Hrin Hein  I am a Santa Barbara  Crazy  Lady  @HillaryClinton  You Worng  My Name is @realDonaldTrump https://t.co/uoQ59jPTpf,Paris France,neu
281,RT @drewskiram: So the line is cut at Sec. Of state. Good to know. https://t.co/oQSU7BJv6p,"Naperville, IL",neg
282,@MariaBonanno9 @rosenbergerlm @HillaryClinton @WSJ you're just jealous,somewhere,neg
283,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://","Winter Park, FL",neg
284,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Democrats Free America,neu
285,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https",United States,neu
286,"RT @8richard6: @HillaryClinton How much money did the Clinon Foundation give to her loyal voters in New Orleans after Katrina. ""answer""  Ze","Federal Way, WA",pos
287,@newtimesahead @HillaryClinton  EXACTLY! ,United States,neu
288,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer","New Hampshire, USA",neu
289,Stupid is not talking  to me. And my vote will be for  @HillaryClinton https://t.co/6L4bNN457R,"Cheverly, MD",neg
290,"RT @HillaryforPA: From good-paying jobs to college debt relief, @HillaryClinton has a plan to lift up Millennials. https://t.co/lnH2sFecOA","Manhattan, NY",pos
291,@scrowder @wendyvoss @HillaryClinton she will blame us if she does colossal mistakes,Michigan,neg
292,"RT @OpenTheDebates: One person's ""viable"" is another's #unelectablebigot despite billions in free media. 
#LetJillDebate #LetGaryDebate htt",LAKE ORION MICHIGAN,neg
293,"With all due respect, voting 3rd party is like pissin' in the wind.
#futileattempt https://t.co/NcEjTT1rog",Gypsy,neg
294,"I go on Record now,
Crooked @HillaryClinton
Gonna Skip the Debates
Use any Excuse Necessary
@julieblue917 CC'd @LodiSilverado","Las Vegas, NV",pos
295,"RT @bfraser747: 1st Amendment 

@realDonaldTrump is far stronger than @HillaryClinton Dems want to give away control internet #MAGA https:","ft lauderdale, florida",pos
296,@donnabrazile @HillaryClinton  please keep attacking him. Do not let him put u on defense. Hit him hard https://t.co/WQJNJhcYma,"Ohio, USA",neg
297,RT @MomModeratemom4: @HillaryClinton ...Georgia on my mind....#BlueWave coming to Georgia... https://t.co/JBzWwYt6y3,USA,neu
298,"RT @morabitolee6: #BlameColinPowell @HillaryClinton well this certainly backfired on you HRC!!!!
thank you for more votes for TRUMP.. https","Iowa, USA",pos
299,@FoxNews @realDonaldTrump @HillaryClinton so now he just insulted a world leader who if president he would have to work with?,Santa Monica Ca,neg
300,RT @RepublicanChick: @POTUS is golfing this weekend.  @HillaryClinton is taking the weekend off.  Trump/Pence just landed in Louisiana to,"Merritt Island, FL",neu
301,"RT @FoxNews: Trump: ""@HillaryClinton would rather provide a job to a refugee from overseas than to give that job to unemployed African Amer",Greentown pa,neu
302,"""Balls can, and will, defeat ISIS""
@realDonaldTrump @HillaryClinton 
#NotSarcasm #NotMetaphorical  https://t.co/egXsY3LIV7",Underneath It All,neg
303,"RT @USAneedsTRUMP: @HillaryClinton @mattzap donating to your own foundation to avoid paying taxes, doesnt get any lower than that! https://",United States,neg
304,"RT @scrowder: We get it, @HillaryClinton. Colin Powell is just the latest in the blame game. https://t.co/9viq3gYXrt",Springfield Ohio,neg
305,@ksufanatic @HillaryClinton Colin Powell slams Hillary Clinton 'Quit telling lies about me'          https://t.co/vYZJUKEu5L,TEXAS,neg
306,"RT @zachhaller: How @HillaryClinton &amp; her top aides lead by example:
By skipping *required ethics trainings*
https://t.co/pIuZLEUalg https:",Arizona,pos
307,@HillaryClinton @billclinton Happy Birthday!,New York City,neg
308,RT @CorrectRecord: .@PolitiFact rated the claim that @HillaryClinton is for open borders as False. https://t.co/GRbjElu380 #TrumpLies,Jersey Girl,neu
