@relation mytest

@attribute age {<=33,<=49&>33,<=87&>49}
@attribute job {blue-collar,entrepreneur,management,technician,self-employed,admin.,student,services,unemployed,housemaid,retired,unknown}
@attribute marital {single,married,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance {Very-Low,Low,Medium,High}
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,feb,jun,aug,jul,sep,apr,jan,nov,mar,oct,dec}
@attribute campaign numeric
@attribute poutcome {unknown,success,failure,other}
@attribute y {no,yes}

@data
<=33,services,single,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=33,self-employed,married,primary,no,Low,yes,no,cellular,aug,1,unknown,no
<=33,technician,married,secondary,no,Low,yes,yes,telephone,jul,2,unknown,no
<=33,unemployed,married,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=33,blue-collar,single,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=33,housemaid,married,primary,no,Low,yes,no,cellular,jul,2,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,yes,telephone,jul,2,unknown,no
<=33,student,single,unknown,no,Low,yes,no,unknown,may,3,unknown,no
<=33,management,married,tertiary,no,Low,yes,no,cellular,may,2,other,no
<=33,management,married,tertiary,no,Low,yes,yes,cellular,jul,3,unknown,no
<=33,management,single,tertiary,no,Low,no,no,unknown,may,11,unknown,no
<=33,technician,single,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=33,admin.,single,secondary,no,Low,yes,no,cellular,may,2,other,no
<=33,technician,single,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=33,services,single,secondary,no,Low,no,no,telephone,jul,1,unknown,no
<=33,management,single,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,unemployed,single,tertiary,no,Low,no,no,cellular,feb,2,unknown,no
<=33,admin.,single,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,aug,1,unknown,no
<=33,services,married,secondary,no,Low,yes,no,unknown,jun,3,unknown,no
<=33,admin.,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,technician,divorced,secondary,no,Low,yes,no,cellular,jul,1,unknown,no
<=33,admin.,single,tertiary,no,Low,no,no,cellular,sep,1,failure,no
<=33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,7,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,student,single,tertiary,no,Low,no,no,cellular,may,1,unknown,no
<=33,blue-collar,single,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,aug,3,unknown,no
<=33,technician,single,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,services,single,secondary,no,Low,no,no,cellular,jul,11,unknown,no
<=33,admin.,single,secondary,no,Low,yes,no,cellular,may,1,failure,no
<=33,technician,single,unknown,no,Low,no,no,cellular,jul,1,unknown,no
<=33,technician,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,services,divorced,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=33,services,divorced,secondary,no,Low,yes,no,cellular,jul,1,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,apr,1,unknown,no
<=33,technician,married,secondary,no,Low,yes,yes,cellular,jan,1,failure,no
<=33,housemaid,married,tertiary,no,Low,yes,no,cellular,nov,2,unknown,no
<=33,technician,single,secondary,no,Low,no,no,cellular,aug,5,unknown,no
<=33,technician,single,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=33,services,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,7,other,no
<=33,services,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=33,management,single,unknown,no,Low,no,yes,cellular,jul,1,unknown,no
<=33,student,single,secondary,no,Low,no,no,telephone,apr,1,unknown,no
<=33,services,married,primary,no,Low,yes,no,cellular,jul,2,unknown,no
<=33,management,married,tertiary,no,Low,no,no,unknown,may,1,unknown,no
<=33,unemployed,married,secondary,no,Low,yes,no,cellular,jul,31,unknown,no
<=33,blue-collar,single,secondary,no,Low,yes,no,cellular,nov,1,failure,no
<=33,technician,single,secondary,no,Low,yes,no,cellular,jul,3,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,oct,1,success,no
<=33,blue-collar,married,primary,no,Low,no,no,cellular,nov,1,unknown,no
<=33,blue-collar,single,primary,no,Low,yes,no,unknown,may,6,unknown,no
<=33,technician,single,tertiary,no,Low,no,no,cellular,mar,2,unknown,no
<=33,management,divorced,tertiary,no,Low,yes,yes,cellular,aug,8,unknown,no
<=33,student,single,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=33,blue-collar,single,secondary,no,Low,yes,no,unknown,may,5,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,8,failure,no
<=33,blue-collar,single,primary,no,Low,no,no,cellular,nov,1,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,jan,2,unknown,no
<=33,student,single,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=33,student,single,tertiary,no,Low,no,no,cellular,sep,1,success,no
<=33,admin.,single,tertiary,no,Low,no,no,cellular,jun,1,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,cellular,apr,3,other,no
<=33,blue-collar,single,secondary,no,Low,yes,no,cellular,may,1,other,no
<=33,services,married,secondary,no,Low,yes,no,telephone,may,2,unknown,no
<=33,unemployed,single,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,management,single,tertiary,no,Low,no,no,unknown,jun,3,unknown,no
<=33,management,single,tertiary,no,Low,no,yes,cellular,jul,17,unknown,no
<=33,management,single,tertiary,no,Low,yes,no,cellular,may,4,failure,no
<=33,services,single,secondary,no,Low,yes,no,cellular,jul,2,unknown,no
<=33,unemployed,single,secondary,no,Low,no,no,cellular,jun,1,unknown,no
<=33,services,married,secondary,yes,Low,yes,no,unknown,may,1,unknown,no
<=33,self-employed,single,secondary,no,Low,yes,yes,cellular,feb,5,unknown,no
<=33,technician,single,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=33,self-employed,single,tertiary,no,Low,yes,no,cellular,jul,1,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=33,services,single,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=33,management,single,tertiary,no,Low,yes,no,cellular,may,1,failure,no
<=33,technician,married,secondary,no,Low,yes,yes,cellular,jan,1,other,no
<=33,admin.,single,secondary,no,Low,yes,no,cellular,apr,2,unknown,no
<=33,blue-collar,single,secondary,no,Low,no,no,cellular,jul,3,unknown,no
<=33,admin.,divorced,secondary,no,Low,yes,no,unknown,jun,1,unknown,no
<=33,admin.,single,secondary,no,Low,yes,no,cellular,jul,2,unknown,no
<=33,technician,single,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,aug,9,unknown,no
<=33,management,single,tertiary,no,Low,yes,no,unknown,jun,2,unknown,no
<=33,technician,married,secondary,no,Low,yes,no,cellular,jul,6,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,may,1,unknown,no
<=33,services,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,technician,single,secondary,no,Low,yes,no,cellular,may,7,unknown,no
<=33,services,married,secondary,no,Low,yes,no,telephone,may,3,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,no,cellular,aug,3,unknown,no
<=33,student,single,secondary,no,Low,yes,no,cellular,may,1,failure,no
<=33,management,single,tertiary,no,Low,no,no,cellular,jun,1,failure,no
<=33,management,single,secondary,no,Low,yes,no,unknown,jun,1,unknown,no
<=33,management,single,tertiary,yes,Low,no,no,cellular,jul,4,unknown,no
<=33,technician,single,secondary,no,Low,yes,no,cellular,may,5,unknown,no
<=33,blue-collar,single,primary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,aug,1,unknown,no
<=33,admin.,married,primary,no,Low,yes,yes,unknown,jun,6,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,no,cellular,may,5,unknown,no
<=33,admin.,single,secondary,no,Low,yes,no,cellular,jul,7,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,yes,cellular,jul,12,unknown,no
<=33,blue-collar,single,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,student,single,secondary,no,Low,no,no,cellular,jan,2,unknown,no
<=33,unemployed,divorced,secondary,no,Low,no,no,telephone,aug,28,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,blue-collar,single,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=33,unemployed,married,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,jul,7,unknown,no
<=33,management,single,tertiary,no,Low,yes,no,cellular,may,1,unknown,no
<=33,admin.,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,no,unknown,may,1,unknown,no
<=33,management,single,tertiary,yes,Low,no,yes,cellular,jul,1,unknown,no
<=33,services,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,blue-collar,single,secondary,no,Low,no,no,unknown,may,2,unknown,no
<=33,admin.,married,tertiary,no,Low,yes,no,cellular,jul,2,unknown,no
<=33,technician,single,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,admin.,married,secondary,no,Low,yes,yes,cellular,jul,7,unknown,no
<=33,technician,single,secondary,no,Low,no,no,cellular,feb,2,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,9,failure,no
<=33,admin.,divorced,secondary,no,Low,no,no,cellular,may,1,other,no
<=33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=33,technician,single,tertiary,no,Low,no,no,telephone,aug,2,unknown,no
<=33,admin.,married,secondary,no,Low,yes,no,cellular,jan,3,other,no
<=33,entrepreneur,married,tertiary,no,Low,yes,yes,cellular,may,1,failure,no
<=33,management,single,tertiary,no,Low,no,no,cellular,aug,6,unknown,no
<=33,self-employed,married,tertiary,no,Low,yes,no,unknown,jun,2,unknown,no
<=33,management,married,secondary,no,Low,yes,no,cellular,may,3,unknown,no
<=33,management,married,tertiary,no,Low,yes,no,cellular,jul,16,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,no,cellular,jul,5,unknown,no
<=33,services,married,secondary,no,Low,no,yes,unknown,jun,1,unknown,no
<=33,services,single,unknown,no,Low,no,no,unknown,jul,1,unknown,no
<=33,admin.,married,secondary,no,Low,yes,no,cellular,jul,12,unknown,no
<=33,admin.,single,tertiary,no,Low,no,no,cellular,may,1,unknown,no
<=33,services,married,secondary,no,Low,yes,yes,unknown,may,1,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,nov,1,unknown,no
<=33,blue-collar,married,secondary,no,Low,no,no,cellular,feb,1,unknown,no
<=33,blue-collar,divorced,secondary,no,Low,yes,no,unknown,jun,2,unknown,no
<=33,technician,single,tertiary,no,Low,no,no,cellular,apr,1,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,jul,13,unknown,no
<=33,management,single,tertiary,no,Low,no,no,cellular,nov,6,unknown,no
<=33,management,single,tertiary,no,Low,yes,no,cellular,nov,1,failure,no
<=33,technician,married,secondary,no,Low,no,yes,cellular,jul,6,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,apr,3,unknown,no
<=33,admin.,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,apr,6,failure,no
<=33,technician,single,secondary,no,Low,no,yes,telephone,nov,1,unknown,no
<=33,technician,divorced,secondary,no,Low,no,no,cellular,aug,8,unknown,no
<=33,admin.,married,secondary,no,Low,yes,yes,cellular,nov,2,failure,no
<=33,admin.,married,tertiary,no,Low,yes,no,cellular,may,1,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,jul,2,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,aug,6,unknown,no
<=33,management,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=33,services,single,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=33,services,divorced,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=33,technician,married,tertiary,no,Low,yes,yes,cellular,jul,3,unknown,no
<=33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,5,unknown,no
<=33,services,single,secondary,no,Low,yes,no,cellular,may,2,unknown,no
<=33,unemployed,married,tertiary,no,Low,yes,yes,cellular,apr,1,unknown,no
<=33,technician,single,tertiary,no,Low,yes,yes,unknown,may,1,unknown,no
<=33,student,single,secondary,no,Low,no,no,telephone,feb,1,unknown,no
<=33,management,single,tertiary,no,Low,no,no,telephone,may,2,unknown,no
<=33,student,single,secondary,no,Low,yes,no,telephone,may,1,unknown,no
<=33,self-employed,single,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=33,admin.,single,secondary,no,Low,yes,no,cellular,apr,1,success,no
<=33,blue-collar,married,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=33,technician,married,secondary,no,Low,yes,no,cellular,feb,1,unknown,no
<=33,unemployed,single,secondary,no,Low,no,no,cellular,jan,1,other,no
<=33,technician,single,secondary,no,Low,yes,yes,cellular,apr,1,failure,no
<=33,technician,single,tertiary,no,Low,yes,no,unknown,jun,6,unknown,no
<=33,blue-collar,single,secondary,no,Low,no,no,cellular,jul,3,unknown,no
<=33,entrepreneur,single,tertiary,no,Low,no,no,cellular,nov,2,unknown,no
<=33,services,married,secondary,no,Low,yes,no,cellular,apr,1,unknown,no
<=33,management,married,tertiary,no,Medium,yes,yes,unknown,jun,4,unknown,no
<=33,housemaid,married,tertiary,no,Medium,no,no,cellular,jan,3,unknown,no
<=33,self-employed,married,tertiary,no,Medium,yes,no,cellular,feb,2,unknown,no
<=33,technician,single,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,management,divorced,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,nov,2,unknown,no
<=33,blue-collar,single,secondary,no,Medium,yes,yes,cellular,jul,1,unknown,no
<=33,management,single,tertiary,no,Medium,no,no,cellular,nov,2,unknown,no
<=33,blue-collar,single,tertiary,no,Medium,no,no,telephone,apr,1,unknown,yes
<=33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,2,failure,no
<=33,student,single,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=33,management,married,tertiary,no,Medium,no,no,cellular,jan,1,unknown,no
<=33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,unemployed,single,secondary,no,Medium,no,no,unknown,may,1,unknown,no
<=33,technician,single,tertiary,no,Medium,yes,no,cellular,apr,3,other,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,feb,1,failure,no
<=33,student,single,secondary,no,Medium,no,no,cellular,sep,1,unknown,no
<=33,entrepreneur,married,secondary,no,Medium,yes,no,cellular,nov,1,other,no
<=33,services,single,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,no,no,cellular,may,1,unknown,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,feb,2,other,no
<=33,technician,single,tertiary,no,Medium,yes,no,cellular,apr,2,unknown,no
<=33,blue-collar,single,primary,no,Medium,yes,no,unknown,jun,3,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,1,unknown,no
<=33,services,divorced,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=33,management,married,tertiary,no,Medium,yes,no,cellular,jul,3,unknown,no
<=33,admin.,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=33,student,single,secondary,no,Medium,no,no,cellular,mar,13,unknown,no
<=33,technician,single,tertiary,no,Medium,no,yes,cellular,feb,1,failure,no
<=33,self-employed,single,secondary,no,Medium,yes,no,cellular,may,7,unknown,no
<=33,technician,married,secondary,no,Medium,no,no,cellular,jun,1,unknown,no
<=33,entrepreneur,married,unknown,no,Medium,no,no,cellular,jan,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=33,self-employed,married,tertiary,no,Medium,no,no,cellular,feb,2,unknown,no
<=33,technician,single,tertiary,no,Medium,yes,no,cellular,feb,2,unknown,no
<=33,student,single,tertiary,no,Medium,no,yes,cellular,jun,1,unknown,no
<=33,technician,single,secondary,no,Medium,no,no,cellular,jan,1,other,no
<=33,admin.,married,secondary,no,Medium,yes,no,cellular,apr,2,unknown,no
<=33,services,single,secondary,no,Medium,no,no,cellular,feb,1,unknown,no
<=33,admin.,single,secondary,no,Medium,yes,no,cellular,nov,3,unknown,no
<=33,blue-collar,single,primary,no,Medium,yes,no,unknown,jun,4,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,management,married,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,no,no,cellular,may,1,unknown,no
<=33,blue-collar,single,primary,no,Medium,no,no,cellular,jan,1,unknown,no
<=33,blue-collar,single,primary,no,Medium,no,yes,cellular,jul,8,unknown,no
<=33,technician,single,tertiary,no,Medium,no,no,cellular,feb,3,unknown,no
<=33,blue-collar,divorced,primary,no,Medium,yes,no,cellular,jul,11,unknown,no
<=33,technician,single,secondary,no,Medium,yes,no,cellular,may,2,unknown,no
<=33,entrepreneur,married,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=33,management,single,tertiary,no,Medium,no,yes,cellular,jan,1,failure,no
<=33,blue-collar,married,secondary,no,Medium,yes,yes,cellular,nov,2,unknown,no
<=33,self-employed,single,secondary,no,Medium,no,no,cellular,jul,2,unknown,no
<=33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,technician,divorced,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,blue-collar,single,secondary,no,Medium,no,yes,cellular,may,3,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=33,technician,single,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,3,unknown,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,apr,1,unknown,no
<=33,management,married,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,apr,1,failure,no
<=33,technician,divorced,tertiary,no,Medium,yes,yes,unknown,jun,3,unknown,no
<=33,unemployed,married,tertiary,no,Medium,yes,yes,unknown,may,18,unknown,no
<=33,technician,single,tertiary,no,Medium,no,no,cellular,apr,1,unknown,no
<=33,management,married,tertiary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,management,single,unknown,no,Medium,no,no,cellular,jan,1,unknown,no
<=33,management,married,tertiary,no,Medium,no,no,cellular,feb,3,unknown,no
<=33,management,single,tertiary,no,Medium,no,no,cellular,jun,3,unknown,no
<=33,unemployed,single,tertiary,no,Medium,no,no,cellular,feb,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,sep,1,success,no
<=33,blue-collar,single,secondary,no,Medium,yes,no,cellular,apr,1,failure,no
<=33,technician,single,secondary,no,Medium,no,no,cellular,apr,1,unknown,no
<=33,admin.,married,tertiary,no,Medium,no,no,cellular,jul,1,unknown,no
<=33,student,single,unknown,no,Medium,no,no,cellular,sep,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,management,married,tertiary,no,Medium,yes,no,cellular,jun,1,failure,no
<=33,admin.,married,secondary,no,Medium,no,yes,cellular,jul,3,unknown,no
<=33,management,single,tertiary,no,Medium,yes,no,telephone,jan,2,unknown,no
<=33,management,married,secondary,no,Medium,yes,no,cellular,apr,1,failure,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,technician,single,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,blue-collar,single,secondary,no,Medium,yes,yes,cellular,jul,5,unknown,no
<=33,self-employed,married,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=33,admin.,single,secondary,no,Medium,no,no,cellular,mar,1,other,no
<=33,management,single,tertiary,no,Medium,no,yes,cellular,feb,1,unknown,no
<=33,technician,single,secondary,no,Medium,yes,no,cellular,jul,4,unknown,no
<=33,management,single,tertiary,no,Medium,yes,no,cellular,jul,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,4,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,technician,single,tertiary,no,Medium,yes,no,cellular,may,1,unknown,no
<=33,blue-collar,married,secondary,no,Medium,yes,yes,unknown,may,1,unknown,no
