"Y"_City,_Arkansas 34.735104 -94.073257
Branchville,_South_Carolina 33.251271 -80.8156518
Brandon,_Florida 27.937801 -82.2859247
Brandon,_Vermont 43.7981195 -73.0876119
Brandywine,_Maryland 38.6967833 -76.8477485
Bransford,_Tennessee 36.501701 -86.269951
Branson,_Missouri 36.6436731 -93.2185144
Brantley,_Alabama 31.5823832 -86.2571786
Brattleboro,_Vermont 42.8509152 -72.5578678
Brawley,_California 32.9786566 -115.530267
Brazos,_Texas 32.661389 -98.121667
Breckenridge,_Minnesota 46.2627778 -96.5869443
Breckenridge,_Texas 32.7556768 -98.9022898
Brecon,_Ohio 39.2806139 -84.3566065
Breed,_Wisconsin 45.0730383 -88.4242704
Breezewood,_Pennsylvania 39.9991865 -78.2388071
Bremen,_Georgia 33.7212179 -85.1455036
Bremerton,_Washington 47.5673202 -122.6329356
Brenham,_Texas 30.1668828 -96.3977442
Brent,_Alabama 32.9373463 -87.1647184
Brewer,_Maine 44.7967378 -68.7614246
Brewster,_New_York 41.3973163 -73.6170721
Brewton,_Alabama 31.1051779 -87.0721918
Bridgeport,_Connecticut 41.1865478 -73.1951767
Bridgeport,_Kansas 38.627778 -97.612778
Bridgeport,_Nebraska 41.6652507 -103.1018755
Bridgeport,_New_Jersey 39.8004233 -75.3478016
Bridgeport,_Ohio 40.0697947 -80.7400827
Bridgeport,_Oklahoma 35.5464397 -98.3845079
Bridgeport,_Wisconsin 43.0091515 -91.0579059
Bridgeton,_Missouri 38.7669954 -90.4115057
Bridgetown,_Nova_Scotia 44.8418357 -65.2883507
Bridgeville,_Delaware 38.7426137 -75.6043714
Bridgewater,_Nova_Scotia 44.3721167 -64.5208798
Bridgton,_Maine 44.0548021 -70.7128685
Bright,_Georgia 32.8235557 -83.6419721
Brighton,_Michigan 42.5294773 -83.7802214
Brinkley,_Arkansas 34.8878719 -91.1945688
Bristol,_Indiana 41.7214389 -85.8174946
Bristol,_New_Brunswick 46.471094 -67.5806829
Bristol,_New_Hampshire 43.5911499 -71.7367162
Bristol,_Tennessee 36.5951059 -82.1887444
Bristol,_Vermont 44.1333912 -73.0790076
Bristol,_Wisconsin 42.5587325 -88.0504121
Bristow,_Oklahoma 35.8306334 -96.391118
Broadus,_Montana 45.4438809 -105.4074903
Broadwater,_Nebraska 41.5971285 -102.8519059
Brockwell,_Arkansas 36.1431406 -91.9259014
Brodhead,_Wisconsin 42.6183424 -89.3762278
Brogado,_Texas 31.9685988 -99.9018131
Broken_Bow,_Nebraska 41.401787 -99.6412243
Broken_Bow,_Oklahoma 34.0292764 -94.7391045
Bronte,_Texas 31.8873671 -100.2917601
Brook_Park,_Minnesota 45.9484045 -93.0754076
Brook_Park,_Ohio 41.3983838 -81.8045788
Brookhaven,_Mississippi 31.5790588 -90.4406506
Brookings,_South_Dakota 44.3113573 -96.7983877
Brookline,_Massachusetts 42.3317642 -71.1211635
Brooklyn,_Connecticut 41.7881236 -71.9497216
Brooklyn,_Maryland 39.2381955 -76.6037222
Brooklyn_Center,_Minnesota 45.076076 -93.3327283
Brooks,_Alberta 50.5659752 -111.8991668
Brooks_AFB,_Texas 29.5567039 -98.2735762
Brooksville,_Alabama 34.1620404 -86.4755431
Brooksville,_Mississippi 33.2345685 -88.5822673
Broomfield,_Colorado 39.9205411 -105.0866504
Brown_Deer,_Wisconsin 43.1633426 -87.9645321
Brownfield,_Texas 33.1812035 -102.2743489
Browning,_Montana 48.5569174 -113.0134175
Browns,_Alabama 32.439087 -87.3675
Brownsville,_Tennessee 35.5939671 -89.262291
Brownsville,_Texas 25.9017472 -97.4974838
Brownton,_Minnesota 44.7338888 -94.3525
Brownwood,_Texas 31.7093197 -98.9911611
Bruce,_Mississippi 33.9920552 -89.3489641
Bruce,_Wisconsin 45.4569087 -91.2732106
Bruce_Crossing,_Michigan 46.5349435 -89.1787535
Brule,_Wisconsin 46.5529965 -91.5765779
Bruneau,_Idaho 42.8819727 -115.7989463
Brunswick,_Georgia 31.1499528 -81.4914894
Brunswick,_Maine 43.9140162 -69.9669961
Brunswick,_Nebraska 42.3369166 -97.9706375
Brush,_Colorado 40.2588686 -103.6238367
Bryan,_Texas 30.6743643 -96.3699632
Buchanan,_Michigan 41.8272684 -86.3611248
Buck,_Pennsylvania 39.8726021 -76.2288452
Buckeye,_Arizona 33.3703197 -112.5837766
Bucklin,_Kansas 37.5472429 -99.6342901
Bucklin,_Missouri 39.7816934 -92.8901965
Bucyrus,_Ohio 40.8083909 -82.9754649
Buena,_Washington 46.4306625 -120.3152294
Buena_Park,_California 33.8675143 -117.9981181
Buffalo,_Kansas 37.7097669 -95.6974822
Buffalo,_Missouri 37.6439289 -93.0924093
Buffalo,_New_York 42.8864468 -78.8783689
Buffalo,_Oklahoma 36.8355869 -99.6303972
Buffalo,_South_Dakota 45.5841637 -103.5460251
Buffalo,_Tennessee 42.8674172 -78.8639124
Buffalo,_Texas 31.4637866 -96.0580197
Buffalo,_Wyoming 44.3483072 -106.6989375
Bull_River_Camp,_Montana 48.0315978 -115.8446166
Bulls_Gap,_Tennessee 36.2570407 -83.0859967
Buna,_Texas 30.4329842 -93.9624008
Buntingville,_California 40.285534 -120.484673
Burbank,_Oklahoma 36.6950404 -96.7319763
Burbank,_Washington 46.1998568 -119.0130618
Burgeo,_Newfoundland 47.613413 -57.610491
Burgress_Junction,_Wyoming 44.7699635 -107.5198092
Burkeville,_Virginia 37.1876529 -78.2013859
Burlington,_Colorado 39.3061082 -102.2693563
Burlington,_Iowa 40.8076529 -91.1128901
Burlington,_Massachusetts 42.5047161 -71.1956205
Burlington,_Vermont 44.4758825 -73.212072
Burlington,_Washington 48.4756621 -122.3254375
Burlington,_Wisconsin 42.6780726 -88.2762026
Burlington_Junction,_Missouri 40.4455478 -95.0660863
Burnet,_Texas 30.7582376 -98.2283585
Burns,_Oregon 43.5862606 -119.0541032
Burns_Junction,_Oregon 45.9713088 -112.5207136
Burnside,_Kentucky 36.9889661 -84.5999405
Burnsville,_Minnesota 44.7677424 -93.2777226
Burnt_Flat,_British_Columbia 53.7266683 -127.6476206
Bush,_Louisiana 30.6088011 -89.9000731
Butler,_Alabama 32.0895908 -88.2219652
Butler,_Georgia 32.5570898 -84.2382482
Butler,_Wisconsin 43.1058437 -88.0695338
Butte,_Montana 46.0038232 -112.5347776
Butterfield,_Arkansas 34.4273142 -92.8137801
Buttonwillow,_California 35.400517 -119.4695619
Buzzards_Bay,_Massachusetts 41.5292752 -70.8357792
Byers,_Colorado 39.7102023 -104.2233886
Byhalia,_Mississippi 34.8723179 -89.6906396
Byron,_Georgia 32.6537561 -83.7596295
Caballo,_New_Mexico 32.975612 -107.3078306
Cabool,_Missouri 37.123941 -92.1012678
Cache_Creek,_British_Columbia 50.8108099 -121.3233237
Caddo_Valley,_Arkansas 34.1820388 -93.0710073
Cadillac,_Michigan 44.2519526 -85.4011619
Cadiz,_Kentucky 36.8650496 -87.835295
Cadiz,_Ohio 40.2728452 -80.9967628
Cadott,_Wisconsin 44.9480187 -91.1507031
Cahaba_Heights,_Alabama 33.4639953 -86.7319322
Cajon_Junction,_California 34.3116702 -117.4747722
Calais,_Maine 45.1889633 -67.2786038
Calallen,_Texas 27.8603804 -97.6276895
Caldwell,_Idaho 43.6629384 -116.6873596
Caldwell,_Texas 30.5313152 -96.6930303
Calera,_Alabama 33.1028965 -86.7535975
Calgary,_Alberta 51.0486151 -114.0708459
Calhoun,_Georgia 34.502587 -84.9510542
Calhoun_City,_Mississippi 33.8553915 -89.3114613
Calico_Rock,_Arkansas 36.1195143 -92.1359867
California,_Maryland 38.3004029 -76.5074542
Calistoga,_California 38.5787965 -122.5797054
Callahan,_Florida 30.5621807 -81.8306621
Calmar,_Iowa 43.1835847 -91.8640482
Calpella,_California 39.233574 -123.202542
Calumet,_Iowa 42.9463676 -95.5500069
Calvert_City,_Kentucky 37.0333896 -88.3500362
Calvin,_Illinois 38.2081024 -88.0186441
Calvin,_Oklahoma 34.9678671 -96.2486171
Cambridge,_Minnesota 45.5656755 -93.2258999
Cambridge,_Ohio 40.031183 -81.5884561
Cambridge,_Vermont 44.6447724 -72.8762772
Cambridge,_Wisconsin 43.0036122 -89.0164995
Cambridge_Junction,_Michigan 42.0589313 -84.2210575
Camden,_Alabama 31.9909813 -87.2905456
Camden,_Arkansas 33.5845581 -92.8343294
Camden,_New_Jersey 39.9259463 -75.1196199
Camden,_New_York 43.3345138 -75.747964
Camden,_South_Carolina 34.2465393 -80.6070237
Camden,_Tennessee 36.0589486 -88.0978151
Camdenton,_Missouri 38.0080902 -92.7446289
Cameron,_Arizona 35.8758285 -111.4129207
Cameron,_Missouri 39.7402801 -94.241057
Cameron,_Texas 30.8532454 -96.9769304
Cameron,_Wisconsin 45.4085696 -91.7440591
Camp_Bob_Scott,_Nevada 39.4581481 -116.994922
Camp_Hill,_Pennsylvania 40.2398118 -76.9199742
Camp_Springs,_Maryland 38.8040027 -76.9066396
Campbell,_California 37.2871651 -121.9499568
Campbell,_Missouri 36.4933927 -90.0750949
Campbell_River,_British_Columbia 50.0331226 -125.2733354
Campbellsburg,_Kentucky 38.5236762 -85.2027327
Campbellton,_New_Brunswick 48.007399 -66.6722057
Campton,_Kentucky 37.7342526 -83.547409
Canaan,_Connecticut 41.9640877 -73.3001233
Canadian,_Texas 35.91282 -100.3820772
Canastota,_New_York 43.0795121 -75.7507413
Canby,_California 41.4437793 -120.8702442
Candor,_North_Carolina 35.2951421 -79.7453163
Caney,_Kansas 37.0114608 -95.9352584
Caneyville,_Kentucky 37.4242184 -86.4883148
Canfield,_Ohio 41.0250584 -80.7609121
Cannon_Beach_Junction,_Oregon 45.9075999 -123.952665
Cannon_Falls,_Minnesota 44.5069113 -92.905484
Canon_City,_Colorado 38.4494063 -105.2253316
Canso,_Nova_Scotia 45.3362846 -60.9944422
Canton,_Mississippi 32.6126381 -90.0367512
Canton,_Missouri 40.130142 -91.5257042
Canton,_Ohio 40.7989473 -81.378447
Canton,_Texas 32.5565244 -95.8632996
Canton_Center,_Connecticut 41.8563758 -72.915604
Canyon,_Texas 34.9803342 -101.9188024
Canyon_Country,_California 34.4233293 -118.4720281
Cape_Girardeau,_Missouri 37.3058839 -89.5181476
Cape_May,_New_Jersey 38.9351125 -74.9060053
Cape_North,_Nova_Scotia 46.8845389 -60.50621
Capistrano_Beach,_California 33.4596667 -117.6690208
Capitol_Heights,_Iowa 41.6333223 -93.5202146
Capps,_Florida 30.410278 -83.911111
Caraquet,_New_Brunswick 47.7897303 -64.9628271
Carbon,_Illinois 39.5996395 -87.1068681
Carbondale,_Colorado 39.4022054 -107.2111628
Carbondale,_Illinois 37.7272727 -89.2167501
Carbondale,_Indiana 40.354759 -87.346405
Carcross,_Yukon_Territory 60.1675851 -134.7073506
Cardston,_Alberta 49.1950663 -113.301798
Cardwell,_Montana 45.8599267 -111.9524875
Carey,_Idaho 43.3076829 -113.9447521
Carey,_Ohio 40.9525551 -83.3824238
Caribou,_Maine 46.8639995 -67.9980365
Caribou,_Nova_Scotia 45.7310866 -62.6917913
Carlin,_Nevada 40.7138067 -116.1039663
Carlisle,_Pennsylvania 40.2010241 -77.2002745
Carlsbad,_New_Mexico 32.4206736 -104.2288375
Carlton,_Minnesota 46.6640011 -92.4248827
Carlton,_New_York 43.327836 -78.1908541
Carmel,_Indiana 39.978371 -86.1180435
Carmel_Church,_Virginia 38.042954 -76.6263342
Carmi,_Illinois 38.0908796 -88.1586488
Carnegie,_Pennsylvania 40.4086802 -80.0833885
Caron_Brook,_New_Brunswick 47.287846 -68.584322
Carrington,_North_Dakota 47.4497201 -99.1262234
Carrizo_Springs,_Texas 28.5219292 -99.8606107
Carrizozo,_New_Mexico 33.6417408 -105.877212
Carroll,_Iowa 42.0655986 -94.8672793
Carrollton,_Michigan 43.458902 -83.9284521
Carrollton,_Mississippi 33.5081773 -89.9203608
Carrollton,_Missouri 39.3583539 -93.4957675
Carrollton,_New_York 42.10833 -78.65194
Carrollton,_Virginia 36.9468152 -76.5605078
Carson,_California 33.8316745 -118.281693
Carson,_Iowa 41.2366607 -95.4180561
Carson_City,_Nevada 39.1637984 -119.7674034
Cartersville,_Georgia 34.1650972 -84.7999382
Carthage,_Mississippi 32.7326356 -89.5361825
Carthage,_Missouri 37.176447 -94.3102228
Carthage,_Texas 32.1573841 -94.3374199
Caryville,_Tennessee 36.2989682 -84.2232612
Casa_Grande,_Arizona 32.8795022 -111.7573521
Cascade,_British_Columbia 49.016667 -118.2
Cascade,_Iowa 42.2986159 -91.0148618
Cascade,_Michigan 42.9024636 -85.4946249
Caseyville,_Illinois 38.6367162 -90.0256606
Cashton,_Wisconsin 43.7419143 -90.7792984
Casnovia,_Michigan 43.2347449 -85.7906006
Casper,_Wyoming 42.866632 -106.313081
Cass_Lake,_Minnesota 47.3793942 -94.6043207
Cassel,_California 40.9170121 -121.5571089
Castle_Mountain,_Alberta 51.260123 -115.905993
Castlegar,_British_Columbia 49.3237408 -117.6593341
Castleton,_Indiana 39.9068216 -86.0606074
Castleton_Corners,_Vermont 43.6083999 -73.2078879
Caston,_Oklahoma 34.9573211 -94.8330091
Castro_Valley,_California 37.6940973 -122.0863522
Castroville,_California 36.7619511 -121.7517702
Cat_Lake,_Michigan 43.3872683 -83.3375244
Catalina,_Arizona 32.5000731 -110.9212146
Catherine,_Alabama 32.1845875 -87.469443
Catonsville,_Maryland 39.2720509 -76.7319161
Catoosa,_Oklahoma 36.188987 -95.745817
Cavaour,_Wisconsin 45.6521843 -88.6295595
Cave_City,_Kentucky 37.1367171 -85.9569195
Cayuse_Pass,_Washington 46.8670552 -121.5387014
Cazenovia,_New_York 42.9300668 -75.8526915
Cedar,_Wisconsin 46.5071696 -90.4982376
Cedar_Bluff,_Virginia 37.0876141 -81.7590032
Cedar_City,_Utah 37.6774769 -113.0618931
Cedar_Falls,_Iowa 42.5348993 -92.4453161
Cedar_Point,_Illinois 41.2630912 -89.1256394
Cedar_Rapids,_Iowa 41.9778795 -91.6656232
Cedar_Springs,_Michigan 43.2233604 -85.5514237
Cedartown,_Georgia 34.0112715 -85.2565823
Cedarville,_Michigan 45.9980732 -84.3630872
Cedarville,_Virginia 38.8403909 -77.4288769
Cementville,_Indiana 38.34979 -85.7460744
Centennial_Park,_Ontario 43.6540421 -79.5884369
Center,_Colorado 37.7530563 -106.1086379
Center,_Texas 31.7954512 -94.1790862
Center_Conway,_New_Hampshire 43.9949673 -71.0623785
Center_Line,_Michigan 42.4850362 -83.0277002
Center_Point,_Alabama 33.6456583 -86.6836001
Centerville,_Iowa 40.7290565 -92.8738196
Centerville,_Missouri 37.4350477 -90.9584571
Centerville,_Tennessee 35.7789565 -87.4669587
Centerville,_Wisconsin 44.0699625 -91.4512581
Central_Bridge,_New_York 42.7111862 -74.3387443
Central_City,_Kentucky 37.2939322 -87.1233292
Central_Square,_New_York 43.2867356 -76.1460357
Centre,_Alabama 34.1520406 -85.6788531
Centreville,_Maryland 39.0417785 -76.0663334
Centreville,_Mississippi 31.0896202 -91.068438
Centreville,_Virginia 38.8403909 -77.4288769
Ceresco,_Michigan 42.2710828 -85.0608073
Chadron,_Nebraska 42.8294187 -102.9999069
Chalk_Mountain,_Texas 30.5479221 -104.8293774
Challis,_Idaho 44.5046445 -114.2317308
Chambersburg,_Pennsylvania 39.9375911 -77.6611022
Champaign,_Illinois 40.1164204 -88.2433829
Champion,_Michigan 46.5138246 -87.9634679
Champlain,_New_York 44.9864273 -73.4465251
Channel-Port_aux_Basques,_Newfoundland 47.5721149 -59.136429
Chantilly,_Virginia 38.8942786 -77.4310992
Chanute,_Kansas 37.6792135 -95.4572034
Chapel_Hill,_North_Carolina 35.9131996 -79.0558445
Chapleau,_Ontario 47.8423282 -83.4026108
Chapman,_Pennsylvania 40.7606516 -75.4046259
Chapmanville,_West_Virginia 37.9737114 -82.0173502
Chappell,_Nebraska 41.0936515 -102.4666996
Charles_City,_Iowa 43.0663612 -92.6724112
Charleston,_Missouri 36.9208854 -89.350631
Charleston,_South_Carolina 32.7764749 -79.9310512
Charleston,_West_Virginia 38.3498195 -81.6326234
Charlestown,_New_Hampshire 43.2386275 -72.4245117
Charlestown,_Rhode_Island 41.3832162 -71.6418744
Charlevoix,_Michigan 45.3180632 -85.2584004
Charlie_Lake,_British_Columbia 56.279902 -120.963409
Charlotte,_Michigan 42.5636478 -84.8358211
Charlotte,_North_Carolina 35.2270869 -80.8431267
Charlotte,_Tennessee 36.1772797 -87.3397319
Charlottesville,_Virginia 38.0293059 -78.4766781
Charlottetown,_Prince_Edward_Island 46.23824 -63.1310704
Charlton_City,_Massachusetts 42.13565 -71.970074
Chatcolet,_Idaho 47.3721273 -116.7635078
Chatham,_Massachusetts 41.6820897 -69.9597664
Chatham,_Michigan 46.3477228 -86.9290375
Chatom,_Alabama 31.4651653 -88.2544557
Chatsworth,_Georgia 34.7659145 -84.7699385
Chattanooga,_Tennessee 35.0456297 -85.3096801
Cheboygan,_Michigan 45.6469563 -84.4744795
Checotah,_Oklahoma 35.4700993 -95.5230356
Chelan,_Washington 47.8447571 -120.0190801
Chelsea,_Michigan 42.3180919 -84.0205029
Chenoa,_Illinois 40.7417013 -88.7197856
Chepachet,_Rhode_Island 41.9152194 -71.6714162
Cheraw,_South_Carolina 34.6976564 -79.8833971
Cherokee,_Iowa 42.7496413 -95.5515431
Cherokee,_Kansas 37.3458874 -94.8088504
Cherry_Hill,_New_Jersey 39.926813 -75.0246312
Cherry_Valley,_Illinois 42.2347434 -88.9489912
Cherry_Valley,_Prince_Edward_Island 46.174499 -62.923408
Cherryfield,_Maine 44.6072991 -67.9258366
Cherryville,_Missouri 37.8519898 -91.2768068
Chesaning,_Michigan 43.1847483 -84.1149747
Chesapeake,_Ohio 38.4278605 -82.457099
Chester,_California 40.3062736 -121.2319098
Chester,_Illinois 37.9136628 -89.8220505
Chester,_Oklahoma 36.2171228 -98.9190152
Chester,_South_Carolina 34.7048613 -81.2142561
Chester,_Vermont 43.2628476 -72.5951082
Chester,_Virginia 37.3568157 -77.4416505
Chester,_West_Virginia 40.6131203 -80.5628478
Chester_Basin,_Nova_Scotia 44.564539 -64.308435
Chesterfield,_Michigan 42.6628105 -82.8424208
Chestermere,_Alberta 51.0498087 -113.8233018
Chestertown,_New_York 43.6528618 -73.8012532
Chesterville,_Ohio 40.4800607 -82.6835057
Chetopa,_Kansas 37.0372916 -95.0899613
Chetwynd,_British_Columbia 55.6976802 -121.6296734
Cheverly,_Maryland 38.928167 -76.915807
Cheyenne,_Wyoming 41.1399814 -104.8202462
Cheyenne_Crossing,_South_Dakota 44.296307 -103.870735
Cheyenne_Wells,_Colorado 38.821395 -102.3532435
Chicago,_Illinois 41.8781136 -87.6297982
Chicago_Heights,_Illinois 41.506146 -87.6355995
Chickasha,_Oklahoma 35.052565 -97.9364326
Chico,_California 39.7284944 -121.8374777
Chiefland,_Florida 29.4749621 -82.8598421
Childress,_Texas 34.4264529 -100.2040019
Chillicothe,_Missouri 39.7952946 -93.5524358
Chillicothe,_Ohio 39.3331197 -82.9824019
Chiloquin,_Oregon 42.5776364 -121.8661258
Chilton,_Wisconsin 44.0288803 -88.1628785
Chimney_Corner,_Vermont 44.5881033 -73.1662415
China,_Maine 44.4786791 -69.5172641
China_Grove,_Texas 29.3888459 -98.3489023
Chinese_Camp,_California 37.8710381 -120.4332511
Chipman,_New_Brunswick 46.1677106 -65.8794433
Chippewa_Falls,_Wisconsin 44.9369054 -91.3929348
Chisholm,_Minnesota 47.4890971 -92.883796
Choctaw,_Arkansas 35.5275777 -92.4398796
Cholama,_California 35.7238556 -120.2965384
Choteau,_Montana 47.8124531 -112.1836301
Chouteau,_Oklahoma 36.1859301 -95.3430239
Chowchilla,_California 37.1229997 -120.2601754
Chrisman,_Illinois 39.8036467 -87.673635
Christiana,_Delaware 39.6651122 -75.6599296
Christiansburg,_Virginia 37.1298517 -80.4089389
Churchill,_Ohio 41.1620019 -80.6647982
Churchs_Ferry,_North_Dakota 48.2691655 -99.1901343
Cimarron,_New_Mexico 36.5108691 -104.9158341
Cincinnati,_Indiana 39.0200468 -86.728891
Cincinnati,_Ohio 39.1031182 -84.5120196
Circle,_Montana 47.416417 -105.588264
Circleville,_Ohio 39.600618 -82.9460133
Cisco,_Texas 32.3881861 -98.9792336
Claflin,_Kansas 38.525011 -98.5336841
Clanton,_Alabama 32.8387371 -86.6294262
Clara_City,_Minnesota 44.9555652 -95.3671542
Clare,_Michigan 43.8194703 -84.7686281
Claremont,_New_Hampshire 43.3767402 -72.346756
Claremore,_Oklahoma 36.3125963 -95.61609
Clarence,_Louisiana 31.821552 -93.0296061
Clarendon,_Texas 34.9378289 -100.8881993
Clarinda,_Iowa 40.7419352 -95.038313
Clarion,_Pennsylvania 41.2147851 -79.3853218
Clarks,_Nebraska 41.2163239 -97.8373251
Clarks_Hill,_South_Carolina 33.6709653 -82.1728982
Clarks_Mills,_Pennsylvania 41.3931109 -80.1836732
Clarks_Summit,_Pennsylvania 41.4886892 -75.7085248
Clarksburg,_West_Virginia 39.2806451 -80.3445341
Clarksdale,_Mississippi 34.2001086 -90.5709323
Clarkston,_Michigan 42.7351196 -83.4192941
Clarksville,_Tennessee 36.5297706 -87.3594528
Clarksville,_Texas 33.6106648 -95.052722
Clarksville,_Virginia 36.6240297 -78.5569449
Claude,_Texas 35.1117176 -101.3632223
Clay_Center,_Nebraska 40.5216783 -98.0553259
Claymont,_Delaware 39.8006685 -75.4596404
Clayton,_New_Mexico 36.451693 -103.1841039
Clear_Lake,_Iowa 43.1435564 -93.3788108
Clearfield,_Pennsylvania 41.0272796 -78.4391876
Clearlake_Oaks,_California 39.0262841 -122.6719304
Clearwater,_Florida 27.9658533 -82.8001026
Clements,_California 38.1909312 -121.0875922
Clemson,_South_Carolina 34.6834382 -82.8373654
Cleo_Springs,_Oklahoma 36.405312 -98.4406325
Cleveland,_Alabama 33.9909316 -86.5774905
Cleveland,_Mississippi 33.7440023 -90.7248187
Cleveland,_Ohio 41.49932 -81.6943605
Cleveland,_Oklahoma 36.3100688 -96.4641886
Cleveland,_Tennessee 35.1595182 -84.8766115
Cleveland,_Texas 30.34132 -95.0854885
Clifton_Forge,_Virginia 37.816239 -79.8244947
Clines_Corners,_New_Mexico 35.0094982 -105.6691804
Clinton,_Arkansas 35.5914665 -92.4604361
Clinton,_Iowa 41.8444735 -90.1887379
Clinton,_Michigan 42.5868882 -82.9195514
Clinton,_Mississippi 32.3415342 -90.3217585
Clinton,_Missouri 38.3686324 -93.7782689
Clinton,_New_Jersey 40.6367682 -74.90989
Clinton,_North_Carolina 34.9979453 -78.3233325
Clinton,_Oklahoma 35.5156056 -98.9673069
Clinton,_South_Carolina 34.4726276 -81.8806562
Clintonville,_West_Virginia 37.8940082 -80.598971
Clintonville,_Wisconsin 44.6205349 -88.7623228
Clio,_Michigan 43.1775256 -83.7341274
Cloverdale,_California 38.8054624 -123.0172227
Cloverdale,_Indiana 39.5147682 -86.7938968
Cloverleaf,_Texas 29.7782823 -95.1718772
Clovis,_New_Mexico 34.4047987 -103.2052272
Clyde,_North_Carolina 35.5334379 -82.910691
Clyde,_North_Dakota 48.7700072 -98.899021
Clyman,_Wisconsin 43.3113851 -88.7201032
Coal_Valley,_Illinois 41.4286456 -90.4609648
Coaldale,_Nevada 38.027119 -117.890099
Coalgate,_Oklahoma 34.5381481 -96.2186092
Cobalt,_Connecticut 41.5623212 -72.5553674
Cobb,_Wisconsin 42.9674934 -90.3295686
Coburn_Gore,_Maine 45.3792147 -70.803407
Cochrane,_Alabama 33.0654037 -88.251143
Cochrane,_Alberta 51.1909883 -114.4678603
Cochrane,_Ontario 49.0650259 -81.0299298
Cochranville,_Pennsylvania 39.8917958 -75.9214005
Cockrell_Hill,_Texas 32.7362421 -96.8869481
Cocoa,_Florida 28.3861159 -80.7419984
Cody,_Wyoming 44.5263422 -109.0565308
Coeur_d'Alene,_Idaho 47.6776832 -116.7804664
Coffeyville,_Kansas 37.0373005 -95.6163665
Cohasset,_Minnesota 47.2640071 -93.6221657
Colby,_Kansas 39.3958369 -101.0523773
Colchester,_Connecticut 41.5756728 -72.3320051
Coldwater,_Kansas 37.2689131 -99.3267808
Coldwater,_Michigan 41.9403263 -85.0005215
Colebrook,_New_Hampshire 44.894313 -71.496296
Colebrook,_Ohio 41.5356109 -80.7625831
Coleharbor,_North_Dakota 47.5441651 -101.2237662
Coleman,_Texas 31.8273679 -99.4264532
Coles_Island,_New_Brunswick 45.918498 -65.789078
Colfax,_Iowa 41.6770762 -93.2451249
Colfax,_North_Carolina 36.1124775 -80.0151116
Colfax,_Washington 46.8801654 -117.3643495
Colfax,_Wisconsin 44.9974614 -91.7271154
Collamer,_New_York 43.2972825 -77.8130652
Colleyville,_Texas 32.8809603 -97.155012
Collierville,_Tennessee 35.042036 -89.6645266
Collins,_Mississippi 31.645443 -89.5553465
